price,area,location,district,bedrooms_n,bathrooms_n,floors_n,house_type
227000000000.0,Diện tích: 100 m²,", Phường Ngũ Hành Sơn , Đà Nẵng",14,,căn hộ,6,nha-dat
41000000000.0,Diện tích: 174 m²,"Đường Trần Hưng Đạo , Phường Sơn Trà , Đà Nẵng",8,,nhà ở,3,nha-dat
11000000000.0,Diện tích: 80 m²,"Đường Nguyễn Đạo An , Phường Phú Diễn , Hà Nội",,,nhà ở,,nha-dat
23000000000.0,Diện tích: 88 m²,"Đường Đặng Dung , Phường Tân Định , Hồ Chí Minh",6,,nhà phố,5,nha-dat
40000000000.0,Diện tích: 352 m²,"Đường Nguyễn Quyền , Phường Võ Cường , Bắc Ninh",,,biệt thự,,nha-dat
4000000000.0,Diện tích: 72 m²,", Phường Dương Nội , Hà Nội",2,,căn hộ,12,can-ho
695000000000.0,Diện tích: 120 m²,"Phố Dương Đình Nghệ , Phường Cầu Giấy , Hà Nội",3,,căn hộ,5,can-ho
2735000000000.0,Diện tích: 165 m²,"Đường Hoàng Hoa Thám , Phường Ba Đình , Hà Nội",3,,căn hộ,6,can-ho
98000000000.0,Diện tích: 60 m²,"Đường Lê Hồng Phong , Phường Nam Nha Trang , Khánh Hòa",,,căn hộ,5,can-ho
179000000000.0,Diện tích: 64 m²,", Phường Vinh Hưng , Nghệ An",2,,căn hộ,6,can-ho
268000000000.0,Diện tích: 27 m²,"Đường Trần Hưng Đạo , Phường An Hải , Đà Nẵng",1,,căn hộ,30,can-ho
4138000000000.0,Diện tích: 45 m²,"Đường Trần Hưng Đạo , Phường An Hải , Đà Nẵng",1,,căn hộ,17,can-ho
459000000000.0,Diện tích: 47 m²,"Đường Trần Hưng Đạo , Phường An Hải , Đà Nẵng",2,,căn hộ,10,can-ho
195000000000.0,Diện tích: 33 m²,"Đường Nguyễn Sỹ Sách , Phường Trường Vinh , Nghệ An",1,,căn hộ,30,can-ho
15000000000.0,Diện tích: 35 m²,"Ngõ Gốc Đề , Phường Tương Mai , Hà Nội",2,,căn hộ,6,can-ho
2000000000.0,Diện tích: 32 m²,"Đường Nguyên Khê , Xã Phúc Thịnh , Hà Nội",1,,căn hộ,3,can-ho
5082000000000.0,Diện tích: 66 m²,"Đường Trần Hưng Đạo , Phường An Hải , Đà Nẵng",2,,căn hộ,,can-ho
33000000000.0,Diện tích: 55 m²,"Đường Nam Hồ , Phường Xuân Trường - Đà Lạt , Lâm Đồng",2,,căn hộ,1,can-ho
71000000000.0,Diện tích: 288 m²,"Đường Đống Đa , Phường Thuận Hóa , Huế",3,,biệt thự,25,can-ho
258000000000.0,Diện tích: 63 m²,"Đường 19/5 , Phường Tây Nha Trang , Khánh Hòa",2,,căn hộ,,can-ho
4014000000000.0,Diện tích: 46 m²,"Đường Trần Hưng Đạo , Phường Sơn Trà , Đà Nẵng",1,,căn hộ,12,can-ho
133000000000.0,Diện tích: 64 m²,"Đường Điện Biên Phủ , Phường Quy Nhơn Đông , Gia Lai",2,,căn hộ,28,can-ho
81000000000.0,Diện tích: 78 m²,"Đường Đình Thôn , Phường Từ Liêm , Hà Nội",2,,căn hộ,15,can-ho
90000000.0,Diện tích: 95 m²,"Đường Đình Thôn , Phường Từ Liêm , Hà Nội",3,,căn hộ,29,can-ho
10000000000.0,Diện tích: 96 m²,"Đường Đình Thôn , Phường Từ Liêm , Hà Nội",3,,căn hộ,10,can-ho
15000000000.0,Diện tích: 141 m²,"Đường Đình Thôn , Phường Từ Liêm , Hà Nội",4,,căn hộ,15,can-ho
9000000000.0,Diện tích: 77 m²,"Đường Đình Thôn , Phường Từ Liêm , Hà Nội",2,,căn hộ,15,can-ho
9000000000.0,Diện tích: 120 m²,"Đường Kim Chung , Xã Hoài Đức , Hà Nội",3,,căn hộ,,can-ho
1719000000000.0,Diện tích: 50 m²,"Đường Trần Văn Giàu , Xã Đức Hòa , Tây Ninh",2,,căn hộ,10,can-ho
190000000000.0,Diện tích: 609 m²,"Đường Võ Chí Công , Phường Phú Thượng , Hà Nội",4,,căn hộ,2,can-ho
348000000000.0,Diện tích: 65 m²,"Phố 8/3 , Phường Bạch Mai , Hà Nội",3,,căn hộ,4,can-ho
72000000000.0,Diện tích: 70 m²,"Phố Huỳnh Thúc Kháng , Phường Láng , Hà Nội",2,,căn hộ,8,can-ho
78000000000.0,Diện tích: 66 m²,"Phố Nguyễn Lương Bằng , Phường Kim Liên , Hà Nội",2,,căn hộ,1,can-ho
388000000000.0,Diện tích: 70 m²,"Phố Thái Thịnh , Phường Đống Đa , Hà Nội",2,,căn hộ,4,can-ho
215000000000.0,Diện tích: 35 m²,"Đường Phúc La - Văn Phú , Phường Hà Đông , Hà Nội",1,,căn hộ,1,can-ho
17000000000.0,Diện tích: 34 m²,"Đường Nguyễn Phước Lan , Phường Hòa Xuân , Đà Nẵng",1,,căn hộ,,can-ho
63000000000.0,Diện tích: 80 m²,"Đường Nguyễn Xiển , Phường Long Bình , Hồ Chí Minh",2,,căn hộ,,can-ho
2744000000000.0,Diện tích: 70 m²,"Đường Mai Hắc Đế , Phường Buôn Ma Thuột , Đắk Lắk",2,,căn hộ,28,can-ho
45000000000.0,Diện tích: 83 m²,"Đường Hoàng Hoa Thám , Phường Vũng Tàu , Hồ Chí Minh",2,,căn hộ,,can-ho
116000000000.0,Diện tích: 125 m²,"Phố Trung Kính , Phường Yên Hòa , Hà Nội",4,,căn hộ,14,can-ho
2000000000.0,Diện tích: 54 m²,"Đường Minh Mạng , Phường Ngũ Hành Sơn , Đà Nẵng",1,,căn hộ,8,can-ho
26000000000.0,Diện tích: 54 m²,"Đường Hoàng Minh Mạng , Phường Ngũ Hành Sơn , Đà Nẵng",1,,căn hộ,15,can-ho
105000000000.0,Diện tích: 116 m²,"Đường Nguyễn Văn Lộc , Phường Hà Đông , Hà Nội",3,,căn hộ,,can-ho
37000000.0,Diện tích: 135 m²,"Đường Lê Hồng Phong , Phường Tam Thắng , Hồ Chí Minh",3,,căn hộ,1,can-ho
96000000000.0,Diện tích: 130 m²,"Đường Cầu Lạc Trung , Phường Vĩnh Tuy , Hà Nội",4,,căn hộ,10,can-ho
83000000000.0,Diện tích: 86 m²,"Đường Âu Cơ , Phường Phú Thượng , Hà Nội",3,,căn hộ,16,can-ho
6000000000.0,Diện tích: 74 m²,"Đường Trường Chinh , Phường Đống Đa , Hà Nội",2,,căn hộ,9,can-ho
95000000000.0,Diện tích: 76 m²,"Đường Minh Khai , Phường Vĩnh Tuy , Hà Nội",2,,căn hộ,1,can-ho
92000000000.0,Diện tích: 56 m²,", Phường Hải Châu , Đà Nẵng",2,,căn hộ,6,can-ho
12000000000.0,Diện tích: 134 m²,"Đường Nguyễn Chí Thanh , Phường Láng , Hà Nội",3,,căn hộ,9,can-ho
9000000000.0,Diện tích: 115 m²,"Phố Đại La , Phường Bạch Mai , Hà Nội",3,,căn hộ,8,can-ho
41000000000.0,Diện tích: 70 m²,"Đường Phúc Lợi , Phường Phúc Lợi , Hà Nội",2,,căn hộ,2,can-ho
13000000000.0,Diện tích: 96 m²,"Đường 3/2 , Phường Hòa Hưng , Hồ Chí Minh",2,,căn hộ,30,can-ho
31000000000.0,Diện tích: 71 m²,"Đường Đại Lộ Bình Dương , Phường Bình Hòa , Hồ Chí Minh",2,,căn hộ,,can-ho
126000000000.0,Diện tích: 114 m²,"Đường Lạc Long Quân , Phường Phú Thượng , Hà Nội",3,,căn hộ,15,can-ho
535000000000.0,Diện tích: 82 m²,"Đường Phúc Lợi , Phường Phúc Lợi , Hà Nội",3,,căn hộ,3,can-ho
75000000000.0,Diện tích: 70 m²,"Phố Hoàng Cầu , Phường Ô Chợ Dừa , Hà Nội",2,,căn hộ,12,can-ho
19000000000.0,Diện tích: 54 m²,"Đường Hoàng Văn Thụ , Phường Quy Nhơn Nam , Gia Lai",2,,căn hộ,1,can-ho
72000000000.0,Diện tích: 70 m²,"Đường Lý Thường Kiệt , Phường Diên Hồng , Hồ Chí Minh",2,,căn hộ,,can-ho
88000000000.0,Diện tích: 63 m²,"Phố Quán Thánh , Phường Ba Đình , Hà Nội",3,,căn hộ,1,can-ho
43000000000.0,Diện tích: 82 m²,"Đường Đống Đa , Phường Phú Xuân , Huế",3,,căn hộ,10,can-ho
66000000000.0,Diện tích: 86 m²,"Phố Gia Thụy , Phường Bồ Đề , Hà Nội",3,,căn hộ,,can-ho
63000000000.0,Diện tích: 65 m²,"Đường Trần Hưng Đạo , Phường An Hải , Đà Nẵng",2,,căn hộ,8,can-ho
63000000000.0,Diện tích: 65 m²,"Đường Trần Hưng Đạo , Phường An Hải , Đà Nẵng",3,,căn hộ,8,can-ho
4138000000000.0,Diện tích: 45 m²,"Đường Nguyễn Công Trứ , Phường An Hải , Đà Nẵng",1,,căn hộ,17,can-ho
73000000.0,Diện tích: 123 m²,"Đường Võ Chí Công , Phường Phú Thượng , Hà Nội",3,,căn hộ,20,can-ho
13000000000.0,Diện tích: 154 m²,"Đường Minh Khai , Phường Bạch Mai , Hà Nội",4,,căn hộ,20,can-ho
74000000000.0,Diện tích: 73 m²,"Đường Kim Giang , Phường Khương Đình , Hà Nội",2,,căn hộ,20,can-ho
870000000.0,Diện tích: 40 m²,"Đường Hùng Vương , Phường Tuy Hòa , Đắk Lắk",,,căn hộ,20,can-ho
150000000.0,Diện tích: 115 m²,"Đường Nguyễn Văn Huyên , Phường Tây Hồ , Hà Nội",3,,căn hộ,15,can-ho
15000000000.0,Diện tích: 50 m²,"Đường 16 tháng 4 , Phường Đông Hải , Khánh Hòa",1,,căn hộ,23,can-ho
84000000000.0,Diện tích: 91 m²,"Đường Lê Văn Thiêm , Phường Thanh Xuân , Hà Nội",2,,căn hộ,15,can-ho
46000000000.0,Diện tích: 76 m²,"Đường Việt Hưng , Phường Việt Hưng , Hà Nội",2,,căn hộ,9,can-ho
4623000000000.0,Diện tích: 67 m²,"Đường Hoàng Quốc Việt , Phường Bãi Cháy , Quảng Ninh",2,,căn hộ,,can-ho
418000000000.0,Diện tích: 70 m²,"Đường Cầu Bươu , Phường Kiến Hưng , Hà Nội",2,,căn hộ,27,can-ho
43000000000.0,Diện tích: 58 m²,"Đường Nguyễn Khánh Toàn , Phường Nghĩa Đô , Hà Nội",2,,căn hộ,6,can-ho
87000000000.0,Diện tích: 105 m²,"Đường Đức Giang , Phường Việt Hưng , Hà Nội",3,,căn hộ,1,can-ho
3999000000000.0,Diện tích: 62 m²,"Đường Lê Văn Duyệt , Phường Sơn Trà , Đà Nẵng",2,,căn hộ,14,can-ho
4039000000000.0,Diện tích: 64 m²,"Đường Trần Hưng Đạo , Phường Sơn Trà , Đà Nẵng",2,,căn hộ,16,can-ho
110000000.0,Diện tích: 67 m²,"Đường Tố Hữu , Phường Thanh Xuân , Hà Nội",2,,căn hộ,1,can-ho
195000000000.0,Diện tích: 120 m²,"Đường Yên Phụ , Phường Ba Đình , Hà Nội",3,,căn hộ,18,can-ho
100000000000.0,Diện tích: 500 m²,"Đường Yên Phụ , Phường Ba Đình , Hà Nội",5,,căn hộ,2,can-ho
102000000000.0,Diện tích: 56 m²,"Đường Giảng Võ , Phường Giảng Võ , Hà Nội",1,,căn hộ,15,can-ho
11000000000.0,Diện tích: 116 m²,"Đường Khuất Duy Tiến , Phường Yên Hòa , Hà Nội",3,,căn hộ,18,can-ho
415000000000.0,Diện tích: 74 m²,"Đường A1 , Phường Tây Nha Trang , Khánh Hòa",2,,căn hộ,10,can-ho
69000000000.0,Diện tích: 70 m²,"Đường Thành Thái , Phường Diên Hồng , Hồ Chí Minh",2,,căn hộ,,can-ho
5000000000.0,Diện tích: 135 m²,"Đường Lê Hồng Phong , Phường Tam Thắng , Hồ Chí Minh",3,,căn hộ,10,can-ho
54000000000.0,Diện tích: 72 m²,"Đường Nguyễn Văn Lộc , Phường Hà Đông , Hà Nội",3,,căn hộ,1,can-ho
36000000000.0,Diện tích: 105 m²,"Đường Lê Hồng Phong , Phường Vũng Tàu , Hồ Chí Minh",2,,căn hộ,,can-ho
42000000000.0,Diện tích: 70 m²,"Đường Bát Khối , Phường Long Biên , Hà Nội",2,,căn hộ,20,can-ho
165000000000.0,Diện tích: 75 m²,"Đường ĐT 741 , Phường Chánh Phú Hòa , Hồ Chí Minh",3,,căn hộ,2,can-ho
75000000000.0,Diện tích: 69 m²,"Phố Hoàng Cầu , Phường Ô Chợ Dừa , Hà Nội",2,,căn hộ,10,can-ho
365000000000.0,Diện tích: 150 m²,"Phố Nhật Chiêu , Phường Tây Hồ , Hà Nội",30,,căn hộ,8,can-ho
59000000000.0,Diện tích: 70 m²,"Phố Đại Từ , Phường Hoàng Liệt , Hà Nội",2,,căn hộ,7,can-ho
23000000000.0,Diện tích: 50 m²,"Đường Lý Thái Tổ , Phường Bình Dương , Hồ Chí Minh",2,,căn hộ,16,can-ho
2000000000.0,Diện tích: 87 m²,"Đường Mai Hắc Đế , Phường Buôn Ma Thuột , Đắk Lắk",3,,căn hộ,,can-ho
35000000000.0,Diện tích: 65 m²,", Phường Hà Đông , Hà Nội",2,,căn hộ,,can-ho
595000000000.0,Diện tích: 81 m²,"Đường Mỹ Đình , Phường Từ Liêm , Hà Nội",3,,căn hộ,13,can-ho
415000000000.0,Diện tích: 70 m²,"Đường 100 , Phường Long Biên , Hà Nội",2,,căn hộ,22,can-ho
68000000000.0,Diện tích: 75 m²,"Đường Hồ Tùng Mậu , Phường Phú Diễn , Hà Nội",2,,căn hộ,8,can-ho
76000000000.0,Diện tích: 72 m²,"Đường số 1 , Phường An Khánh , Hồ Chí Minh",2,,căn hộ,11,can-ho
6000000000.0,Diện tích: 68 m²,"Đường Văn Phú , Phường Kiến Hưng , Hà Nội",2,,căn hộ,1,can-ho
745000000000.0,Diện tích: 75 m²,"Phố Hoàng Cầu , Phường Ô Chợ Dừa , Hà Nội",2,,căn hộ,9,can-ho
438000000000.0,Diện tích: 65 m²,"Phố Tô Hiệu , Phường Nghĩa Đô , Hà Nội",2,,căn hộ,3,can-ho
17000000000.0,Diện tích: 60 m²,"Đường Minh Mạng , Phường Ngũ Hành Sơn , Đà Nẵng",2,,căn hộ,10,can-ho
725000000000.0,Diện tích: 73 m²,"Phố Phạm Ngọc Thạch , Phường Kim Liên , Hà Nội",2,,căn hộ,12,can-ho
525000000000.0,Diện tích: 64 m²,"Đường Trần Điền , Phường Định Công , Hà Nội",2,,căn hộ,12,can-ho
786000000000.0,Diện tích: 82 m²,"Phố Tân Mai , Phường Hoàng Mai , Hà Nội",3,,căn hộ,17,can-ho
67000000000.0,Diện tích: 84 m²,"Đường Đông Quan , Phường Nghĩa Đô , Hà Nội",2,,căn hộ,11,can-ho
299000000000.0,Diện tích: 70 m²,", Phường Nam Nha Trang , Khánh Hòa",2,,căn hộ,11,can-ho
53000000000.0,Diện tích: 60 m²,"Đường Lưu Hữu Phước , Phường Từ Liêm , Hà Nội",2,,căn hộ,1,can-ho
26000000000.0,Diện tích: 60 m²,"Đường Xuân Đỉnh , Phường Xuân Đỉnh , Hà Nội",2,,căn hộ,5,can-ho
625000000000.0,Diện tích: 70 m²,"Đường Minh Khai , Phường Bạch Mai , Hà Nội",2,,căn hộ,1,can-ho
1176000000.0,Diện tích: 81 m²,"Đường Song Hành , Phường An Khánh , Hồ Chí Minh",2,,căn hộ,5,can-ho
975000000000.0,Diện tích: 62 m²,"Đường Lê Văn Lương , Phường Thanh Xuân , Hà Nội",2,,căn hộ,30,can-ho
900000000.0,Diện tích: 58 m²,"Đường Phan Đức , Xã Cần Giờ , Hồ Chí Minh",2,,căn hộ,2,can-ho
2000000000.0,Diện tích: 33 m²,"Đường Phan Đức , Xã Cần Giờ , Hồ Chí Minh",1,,căn hộ,28,can-ho
4000000000.0,Diện tích: 59 m²,"Đường Nguyễn Khánh Toàn , Phường Nghĩa Đô , Hà Nội",2,,căn hộ,5,can-ho
29000000000.0,Diện tích: 81 m²,"Đường Võ Thị Sáu , Phường Trấn Biên , Đồng Nai",2,,căn hộ,1,can-ho
428000000000.0,Diện tích: 120 m²,"Đường Khương Trung , Phường Khương Đình , Hà Nội",4,,căn hộ,3,can-ho
278000000000.0,Diện tích: 255 m²,"Phố Tây Sơn , Phường Đống Đa , Hà Nội",3,,căn hộ,,can-ho
10000000000.0,Diện tích: 119 m²,"Đường Mễ Trì , Phường Từ Liêm , Hà Nội",3,,căn hộ,,can-ho
178000000000.0,Diện tích: 66 m²,"Đường Cách Mạng Tháng 8 , Phường Trấn Biên , Đồng Nai",2,,căn hộ,,can-ho
445000000000.0,Diện tích: 67 m²,"Phố Xốm , Phường Phú Lương , Hà Nội",2,,căn hộ,9,can-ho
24000000000.0,Diện tích: 65 m²,"Đường Trần Hưng Đạo , Phường Quy Nhơn , Gia Lai",2,,căn hộ,29,can-ho
21000000000.0,Diện tích: 55 m²,"Đường Nguyễn Đình Chiểu , Phường Bắc Nha Trang , Khánh Hòa",2,,căn hộ,40,can-ho
72000000000.0,Diện tích: 73 m²,"Phố Phạm Ngọc Thạch , Phường Kim Liên , Hà Nội",2,,căn hộ,25,can-ho
1245000000000.0,Diện tích: 133 m²,"Đường Nguyễn Chí Thanh , Phường Đống Đa , Hà Nội",3,,căn hộ,1,can-ho
1245000000000.0,Diện tích: 133 m²,"Đường Nguyễn Chí Thanh , Phường Đống Đa , Hà Nội",3,,căn hộ,1,can-ho
875000000000.0,Diện tích: 100 m²,"Đường Nguyễn Đức Cảnh , Phường Hoàng Mai , Hà Nội",3,,căn hộ,26,can-ho
15000000000.0,Diện tích: 70 m²,"Đường A1 , Phường Hưng Phú , Cần Thơ",2,,căn hộ,4,can-ho
65000000000.0,Diện tích: 60 m²,"Đường Hoàng Quốc Việt , Phường Nghĩa Đô , Hà Nội",2,,căn hộ,,can-ho
209000000.0,Diện tích: 51 m²,"Đường Lê Thanh Nghị , Phường Phố Hiến , Hưng Yên",1,,căn hộ,19,can-ho
239000000000.0,Diện tích: 61 m²,"Đường Bình Giã , Phường Rạch Dừa , Hồ Chí Minh",2,,căn hộ,16,can-ho
7000000000.0,Diện tích: 75 m²,"Đường Phạm Văn Đồng , Phường Nghĩa Đô , Hà Nội",2,,căn hộ,8,can-ho
85000000000.0,Diện tích: 110 m²,"Đường Phạm Văn Đồng , Phường Đông Ngạc , Hà Nội",4,,căn hộ,12,can-ho
78000000000.0,Diện tích: 77 m²,"Đường Phú Thượng , Phường Phú Thượng , Hà Nội",2,,căn hộ,,can-ho
58000000000.0,Diện tích: 88 m²,"Đường Trần Phú , Phường Hà Đông , Hà Nội",3,,căn hộ,23,can-ho
8000000000.0,Diện tích: 80 m²,"Đường Nguyễn Trãi , Phường Thanh Xuân , Hà Nội",3,,căn hộ,10,can-ho
385000000000.0,Diện tích: 65 m²,"Phố Hoàng Ngọc Phách , Phường Láng , Hà Nội",2,,căn hộ,4,can-ho
389000000000.0,Diện tích: 65 m²,"Đường Phạm Văn Đồng , Phường Nghĩa Đô , Hà Nội",2,,căn hộ,3,can-ho
668000000000.0,Diện tích: 84 m²,"Đường Đông Quan , Phường Nghĩa Đô , Hà Nội",2,,căn hộ,3,can-ho
595000000000.0,Diện tích: 81 m²,"Đường Nhân Mỹ , Phường Từ Liêm , Hà Nội",3,,căn hộ,13,can-ho
59000000000.0,Diện tích: 90 m²,"Đường Hàm Nghi , Phường Từ Liêm , Hà Nội",2,,căn hộ,12,can-ho
56000000000.0,Diện tích: 70 m²,"Đường Cương Kiên , Phường Đại Mỗ , Hà Nội",2,,căn hộ,1,can-ho
9000000000.0,Diện tích: 100 m²,"Phố Trung Kính , Phường Yên Hòa , Hà Nội",2,,căn hộ,20,can-ho
5000000000.0,Diện tích: 84 m²,"Đường Ngọc Thụy , Phường Bồ Đề , Hà Nội",2,,căn hộ,10,can-ho
48000000000.0,Diện tích: 61 m²,"Đường Anh Đào 10 , Phường Bồ Đề , Hà Nội",2,,căn hộ,8,can-ho
54000000000.0,Diện tích: 80 m²,"Đường Trần Thủ Độ , Phường Hoàng Liệt , Hà Nội",2,,căn hộ,12,can-ho
697000000000.0,Diện tích: 80 m²,"Phố Tân Mai , Phường Tương Mai , Hà Nội",2,,căn hộ,11,can-ho
811000000000.0,Diện tích: 86 m²,"Phố Tân Mai , Phường Hoàng Mai , Hà Nội",3,,căn hộ,18,can-ho
635000000000.0,Diện tích: 95 m²,"Phố Tân Mai , Phường Hoàng Mai , Hà Nội",3,,căn hộ,8,can-ho
595000000000.0,Diện tích: 80 m²,"Đường Vĩnh Hoàng , Phường Vĩnh Hưng , Hà Nội",2,,căn hộ,9,can-ho
838000000000.0,Diện tích: 98 m²,"Đường Minh Khai , Phường Bạch Mai , Hà Nội",3,,căn hộ,9,can-ho
272000000000.0,Diện tích: 164 m²,"Đường Hoàng Hoa Thám , Phường Tây Hồ , Hà Nội",2,,căn hộ,8,can-ho
,Diện tích: 65 m²,"Đường Trường Lưu , Phường Long Trường , Hồ Chí Minh",,,căn hộ,,can-ho
14000000000.0,Diện tích: 180 m²,"Đường Nguyễn Hoàng , Phường Từ Liêm , Hà Nội",4,,căn hộ,20,can-ho
115000000000.0,Diện tích: 140 m²,"Đường Phạm Hùng , Phường Yên Hòa , Hà Nội",4,,căn hộ,20,can-ho
29000000000.0,Diện tích: 30 m²,"Đường Võ Nguyên Giáp , Phường An Hải , Đà Nẵng",1,,căn hộ,11,can-ho
14000000000.0,Diện tích: 34 m²,"Đường Minh Mạng , Phường Ngũ Hành Sơn , Đà Nẵng",1,,căn hộ,6,can-ho
98000000000.0,Diện tích: 73 m²,"Đường Võ Chí Công , Phường Tây Hồ , Hà Nội",2,,căn hộ,16,can-ho
13000000000.0,Diện tích: 95 m²,"Đường Xuân Thủy , Phường Cầu Giấy , Hà Nội",3,,căn hộ,18,can-ho
47000000000.0,Diện tích: 67 m²,"Phố Định Công Hạ , Phường Định Công , Hà Nội",2,,căn hộ,12,can-ho
11000000000.0,Diện tích: 140 m²,"Đường Hồ Tùng Mậu , Phường Phú Diễn , Hà Nội",4,,căn hộ,10,can-ho
205000000000.0,Diện tích: 51 m²,"Đường Phan Văn Trị , Phường Hạnh Thông , Hồ Chí Minh",8,,căn hộ,12,can-ho
225000000000.0,Diện tích: 56 m²,"Đường Hoàng Minh Giám , Phường Đức Nhuận , Hồ Chí Minh",2,,căn hộ,9,can-ho
58000000000.0,Diện tích: 86 m²,"Đường Nghiêm Xuân Yêm , Phường Hoàng Liệt , Hà Nội",3,,căn hộ,12,can-ho
449000000000.0,Diện tích: 77 m²,"Đường Linh Đường , Phường Hoàng Liệt , Hà Nội",3,,căn hộ,5,can-ho
105000000000.0,Diện tích: 96 m²,"Đường Hoàng Liệt , Phường Hoàng Liệt , Hà Nội",3,,căn hộ,17,can-ho
88000000000.0,Diện tích: 94 m²,"Đường Xuân Tảo , Phường Nghĩa Đô , Hà Nội",3,,căn hộ,1,can-ho
54000000000.0,Diện tích: 66 m²,"Đường Lê Văn Lương , Phường Thanh Xuân , Hà Nội",2,,căn hộ,1,can-ho
43000000000.0,Diện tích: 73 m²,"Đường Đông Hội , Xã Đông Anh , Hà Nội",2,,căn hộ,1,can-ho
99000000000.0,Diện tích: 110 m²,"Đường Hoàng Đạo Thúy , Phường Thanh Xuân , Hà Nội",3,,căn hộ,1,can-ho
395000000.0,Diện tích: 60 m²,", Xã An Nghĩa , Phú Thọ",,,đất nền,,dat-nen
440000000.0,Diện tích: 52 m²,", Xã Cao Dương , Phú Thọ",,,đất nền,,dat-nen
650000000.0,Diện tích: 92 m²,", Xã Thịnh Minh , Phú Thọ",,,đất nền,,dat-nen
135000000000.0,Diện tích: 30000 m²,", Xã Hợp Kim , Phú Thọ",,,đất nền,,dat-nen
38900000000.0,150 m 2,"Quận Phú Nhuận, TPHCM",15,16,nhà ở,,nha-dat
12680000000.0,38 m 2,"Quận 10, TPHCM",2,2,nhà ở,,nha-dat
50000000000.0,1200 m 2,"Quận 12, TPHCM",0,0,nhà ở,,nha-dat
5600000000.0,62 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",0,0,nhà ở,,nha-dat
3500000000.0,80 m 2,"TP. Biên Hoà, Đồng Nai",0,0,nhà ở,,nha-dat
108000000000.0,225 m 2,"Quận 3, TPHCM",8,8,nhà ở,,nha-dat
2115000000.0,26 m 2,"Quận Tân Bình, TPHCM",2,2,nhà ở,,nha-dat
3900000000.0,68 m 2,"Quận Bình Tân, TPHCM",2,2,căn hộ,,nha-dat
179999000000.0,1020 m 2,"Quận 7, TPHCM",6,6,nhà ở,,nha-dat
35000000000.0,1022 m 2,"Quận 12, TPHCM",0,0,nhà ở,,nha-dat
33900000000.0,65 m 2,"Quận 10, TPHCM",6,7,nhà ở,,nha-dat
11500000000.0,105 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",1,1,nhà ở,,nha-dat
4300000000.0,90 m 2,"TP. Biên Hoà, Đồng Nai",3,2,nhà ở,,nha-dat
135000000000.0,440 m 2,"Quận 3, TPHCM",1,1,nhà ở,,nha-dat
2735000000.0,40 m 2,"Quận Bình Tân, TPHCM",2,2,nhà ở,,nha-dat
25000000000.0,84 m 2,"Quận Phú Nhuận, TPHCM",6,6,nhà ở,,nha-dat
20780000000.0,66 m 2,"Quận 3, TPHCM",5,6,nhà ở,,nha-dat
31000000000.0,1300 m 2,"Quận 12, TPHCM",0,0,nhà ở,,nha-dat
12200000000.0,140 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",5,5,nhà ở,,nha-dat
2500000000.0,100 m 2,"Huyện Vĩnh Cửu, Đồng Nai",3,2,nhà ở,,nha-dat
50000000000.0,146 m 2,"Quận 1, TPHCM",8,8,nhà ở,,nha-dat
2519000000.0,27 m 2,"Quận Gò Vấp, TPHCM",2,2,nhà ở,,nha-dat
120000000000.0,240 m 2,"Quận Tân Bình, TPHCM",8,8,nhà ở,,nha-dat
43800000000.0,128 m 2,"Quận Tân Bình, TPHCM",13,13,nhà ở,,nha-dat
13000000000.0,110 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",1,1,nhà ở,,nha-dat
4000000000.0,81 m 2,"TP. Biên Hoà, Đồng Nai",2,1,nhà ở,,nha-dat
200000000000.0,800 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",10,10,nhà ở,,nha-dat
6355000000.0,44 m 2,"Quận Gò Vấp, TPHCM",5,5,nhà ở,,nha-dat
6000000000.0,100 m 2,"Quận Bình Tân, TPHCM",2,2,nhà ở,,nha-dat
16900000000.0,70 m 2,"Quận 10, TPHCM",7,8,nhà ở,,nha-dat
16800000000.0,64 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",5,5,nhà ở,,nha-dat
24000000000.0,684 m 2,"Quận 12, TPHCM",0,0,nhà ở,,nha-dat
17900000000.0,56 m 2,"Quận 3, TPHCM",4,4,nhà ở,,nha-dat
7900000000.0,115 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",0,0,nhà ở,,nha-dat
6500000000.0,81 m 2,"TP. Biên Hoà, Đồng Nai",4,3,nhà ở,,nha-dat
215000000000.0,430 m 2,"Quận 3, TPHCM",2,2,nhà ở,,nha-dat
2975000000.0,36 m 2,"Quận Gò Vấp, TPHCM",2,2,nhà ở,,nha-dat
2800000000.0,68 m 2,"Quận Bình Tân, TPHCM",1,1,căn hộ,,nha-dat
88000000000.0,475 m 2,"Quận Bình Thạnh, TPHCM",5,5,nhà ở,,nha-dat
23000000000.0,96 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",1,1,nhà phố,,nha-dat
36500000000.0,100 m 2,"Quận Tân Bình, TPHCM",5,5,nhà ở,,nha-dat
7500000000.0,72 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",0,0,nhà ở,,nha-dat
