price,area,location,district,bedrooms_n,bathrooms_n,floors_n,house_type,year_built,facade_width,legal_status
50000.0,282.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,5,5,,nhà ở,,,so hong
60000.0,252.0,"Quận 1, TP. Hồ Chí Minh",Quận 1,3,3,,nhà ở,,,so hong
22000.0,115.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,2,,nhà ở,,,so hong
60000.0,240.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,7,7,,nhà ở,,,so hong
68000.0,350.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,7,8,,biệt thự,,,so hong
24000.0,139.0,"Quận 5, TP. Hồ Chí Minh",Quận 5,1,1,,nhà ở,,,so hong
24000.0,122.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,0,0,,căn hộ,,,so hong
25000.0,126.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,5,5,,nhà ở,,,so hong
50000.0,170.0,"Quận 1, TP. Hồ Chí Minh",Quận 1,3,2,,nhà ở,,,so hong
38000.0,165.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,7,6,,nhà ở,,,so hong
100000.0,660.0,"Quận 1, TP. Hồ Chí Minh",Quận 1,10,9,,nhà ở,,,so hong
14600.0,130.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,0,0,,căn hộ,,,so hong
22000.0,100.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,0,0,,nhà ở,,,so hong
25000.0,105.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,7,7,,nhà ở,,,so hong
60000.0,673.0,"Quận 12, TP. Hồ Chí Minh",Quận 12,2,2,,nhà ở,,,so hong
30000.0,105.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,4,4,,nhà ở,,,so hong
85000.0,300.0,"Quận 1, TP. Hồ Chí Minh",Quận 1,2,1,,biệt thự,,,so hong
95000.0,366.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,9,9,,nhà ở,,,so hong
45000.0,192.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,6,6,,nhà ở,,,so hong
62000.0,390.0,"Quận 12, TP. Hồ Chí Minh",Quận 12,6,6,,nhà ở,,,so hong
85000.0,308.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,1,1,,nhà ở,,,so hong
26000.0,105.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,7,7,,nhà ở,,,so hong
35000.0,141.0,"Quận 3, TP. Hồ Chí Minh",Quận 3,3,3,,nhà ở,,,so hong
15600.0,82.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,4,4,,nhà ở,,,so hong
12300.0,70.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,6,4,,nhà ở,,,so hong
9000.0,44.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,4,4,,nhà ở,,,so hong
11200.0,44.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,4,5,,nhà ở,,,so hong
27500.0,148.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,0,0,,nhà ở,,,so hong
23000.0,83.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,4,4,,nhà ở,,,so hong
33000.0,130.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,0,0,,nhà ở,,,khong xac dinh
8200.0,40.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,3,4,,nhà ở,,,so hong
18500.0,90.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,3,3,,nhà ở,,,so hong
8100.0,41.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,3,3,,nhà ở,,,so hong
12000.0,60.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,6,7,,nhà ở,,,so hong
8100.0,50.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,3,3,,nhà ở,,,so hong
9000.0,46.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,3,4,,nhà ở,,,so hong
20000.0,100.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,0,0,,nhà ở,,,so hong
11100.0,81.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,6,6,,nhà ở,,,so hong
10900.0,42.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,2,2,,nhà ở,,,so hong
13900.0,72.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,5,3,,nhà ở,,,so hong
9200.0,40.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,6,4,,nhà ở,,,so hong
16500.0,100.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,0,0,,nhà ở,,,so hong
4800.0,54.0,"Quận 9 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 9 (TP. Thủ Đức),2,2,,nhà ở,,,so hong
9700.0,65.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,5,6,,nhà ở,,,so hong
3890.0,48.0,"Quận Bình Tân, TP. Hồ Chí Minh",Quận Bình Tân,2,2,,nhà ở,,,so hong
11900.0,40.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,6,6,,nhà ở,,,so hong
7600.0,72.0,"Quận Bình Tân, TP. Hồ Chí Minh",Quận Bình Tân,4,5,,nhà ở,,,so hong
75000.0,1000.0,"Quận 9 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 9 (TP. Thủ Đức),2,2,,nhà ở,,,so hong
7900.0,41.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,5,4,,nhà ở,,,so hong
7900.0,95.0,"Quận 9 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 9 (TP. Thủ Đức),0,0,,đất nền,,,so hong
9900.0,47.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,3,3,,nhà ở,,,so hong
6000.0,144.0,"Quận Thủ Đức (TP. Thủ Đức), TP. Hồ Chí Minh",Quận Thủ Đức (TP. Thủ Đức),0,0,,đất nền,,,so hong
24500.0,138.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,4,5,,nhà ở,,,so hong
8800.0,96.0,"Quận 9 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 9 (TP. Thủ Đức),6,6,,nhà ở,,,so hong
9800.0,43.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,8,8,,nhà ở,,,so hong
25000.0,115.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,0,0,,nhà ở,,,so hong
22000.0,221.0,"Quận 9 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 9 (TP. Thủ Đức),1,1,,nhà ở,,,so hong
11900.0,61.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,4,4,,nhà ở,,,so hong
9900.0,180.0,"Quận Thủ Đức (TP. Thủ Đức), TP. Hồ Chí Minh",Quận Thủ Đức (TP. Thủ Đức),8,7,,nhà ở,,,so hong
9800.0,37.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,5,4,,nhà ở,,,so hong
39000.0,229.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),0,0,,nhà ở,,,so hong
50000.0,180.0,"Quận 1, TP. Hồ Chí Minh",Quận 1,5,4,,biệt thự,,,so hong
50000.0,169.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,4,4,,nhà ở,,,so hong
7000.0,105.0,"Quận 9 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 9 (TP. Thủ Đức),0,0,,đất nền,,,so hong
12800.0,97.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,5,3,,nhà ở,,,so hong
90000.0,655.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,3,,nhà ở,,,so hong
33000.0,128.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,2,2,,nhà ở,,,so hong
96000.0,322.0,"Quận 1, TP. Hồ Chí Minh",Quận 1,4,5,,biệt thự,,,so hong
2980.0,36.0,"Quận Bình Tân, TP. Hồ Chí Minh",Quận Bình Tân,2,2,,nhà ở,,,so hong
75000.0,2143.0,"Quận Thủ Đức (TP. Thủ Đức), TP. Hồ Chí Minh",Quận Thủ Đức (TP. Thủ Đức),0,0,,nhà ở,,,so hong
17000.0,105.0,"Quận 9 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 9 (TP. Thủ Đức),4,4,,nhà ở,,,so hong
95000.0,335.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),0,0,,nhà ở,,,so hong
35000.0,210.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,3,3,,nhà ở,,,so hong
98000.0,433.0,"Quận 1, TP. Hồ Chí Minh",Quận 1,0,5,,nhà ở,,,so hong
43000.0,182.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,2,2,,nhà ở,,,so hong
11900.0,73.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,8,8,,nhà ở,,,so hong
38000.0,155.0,"Quận 3, TP. Hồ Chí Minh",Quận 3,0,0,,nhà ở,,,so hong
52000.0,250.0,"Quận 1, TP. Hồ Chí Minh",Quận 1,5,5,,nhà ở,,,so hong
75000.0,280.0,"Quận 3, TP. Hồ Chí Minh",Quận 3,5,5,,biệt thự,,,so hong
62000.0,339.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),3,3,,biệt thự,,,so hong
3850.0,48.0,"Quận Bình Tân, TP. Hồ Chí Minh",Quận Bình Tân,3,2,,nhà ở,,,so hong
40000.0,268.0,"Quận 9 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 9 (TP. Thủ Đức),2,1,,nhà ở,,,so hong
15500.0,63.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,5,5,,nhà ở,,,so hong
10700.0,43.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,6,7,,nhà ở,,,so hong
10100.0,52.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,4,3,,nhà ở,,,so hong
9900.0,75.0,"Quận 3, TP. Hồ Chí Minh",Quận 3,2,2,,căn hộ,,,hop dong mua ban
5600.0,72.0,"Quận Bình Tân, TP. Hồ Chí Minh",Quận Bình Tân,5,5,,nhà hẻm,,,so hong
13200.0,94.0,"Quận Thủ Đức (TP. Thủ Đức), TP. Hồ Chí Minh",Quận Thủ Đức (TP. Thủ Đức),4,4,,nhà ở,,,so hong
9400.0,44.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,4,4,,nhà ở,,,so hong
4600.0,72.0,"Quận 8, TP. Hồ Chí Minh",Quận 8,2,2,,căn hộ,,,so hong
12200.0,115.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,5,6,,nhà ở,,,so hong
2660.0,48.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,2,2,,nhà ở,,,so hong
8900.0,110.0,"Quận 9 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 9 (TP. Thủ Đức),0,0,,nhà ở,,,so hong
2360.0,66.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,2,2,,căn hộ,,,khong xac dinh
82620.0,304.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),0,0,,nhà ở,,,so hong
5850.0,70.0,"Quận Bình Tân, TP. Hồ Chí Minh",Quận Bình Tân,0,0,,nhà ở,,,so hong
12500.0,100.0,"Quận 9 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 9 (TP. Thủ Đức),5,4,,nhà ở,,,so hong
12700.0,107.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,2,2,,nhà ở,,,so hong
1580.0,40.0,"Quận Thủ Đức (TP. Thủ Đức), TP. Hồ Chí Minh",Quận Thủ Đức (TP. Thủ Đức),2,2,,nhà ở,,,so hong
8300.0,110.0,"Quận 8, TP. Hồ Chí Minh",Quận 8,2,2,,căn hộ,,,so hong
14500.0,108.0,"Quận 9 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 9 (TP. Thủ Đức),3,3,,nhà ở,,,so hong
11500.0,54.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,4,3,,nhà ở,,,so hong
2420.0,41.0,"Quận 9 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 9 (TP. Thủ Đức),2,2,,nhà ở,,,so hong
17500.0,143.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,0,0,,nhà ở,,,so hong
8500.0,60.0,"Quận Bình Tân, TP. Hồ Chí Minh",Quận Bình Tân,4,4,,nhà ở,,,so hong
12500.0,86.0,"Quận 9 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 9 (TP. Thủ Đức),0,0,,đất nền,,,so hong
20900.0,110.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,5,5,,nhà ở,,,so hong
4200.0,47.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,2,1,,nhà ở,,,so hong
59000.0,235.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,5,3,,nhà ở,,,so hong
57000.0,289.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),0,0,,biệt thự,,,so hong
4090.0,63.0,"Quận 9 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 9 (TP. Thủ Đức),2,1,,nhà ở,,,so hong
10000.0,42.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,4,5,,nhà ở,,,so hong
7800.0,33.0,"Quận 3, TP. Hồ Chí Minh",Quận 3,2,1,,nhà ở,,,so hong
2530.0,52.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,2,2,,nhà ở,,,so hong
13600.0,71.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,5,5,,nhà ở,,,so hong
6500.0,120.0,"Quận 12, TP. Hồ Chí Minh",Quận 12,0,0,,nhà ở,,,so hong
2860.0,56.0,"Quận 4, TP. Hồ Chí Minh",Quận 4,2,2,,nhà ở,,,so hong
13000.0,137.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,3,2,,căn hộ,,,so hong
35000.0,900.0,"Quận 1, TP. Hồ Chí Minh",Quận 1,6,6,,căn hộ,,,hop dong mua ban
15000.0,63.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,6,5,,nhà ở,,,so hong
10600.0,55.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,5,4,,nhà ở,,,so hong
2650.0,49.0,"Quận 4, TP. Hồ Chí Minh",Quận 4,3,2,,nhà ở,,,so hong
12500.0,87.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,0,0,,căn hộ,,,so hong
9850.0,75.0,"Quận 3, TP. Hồ Chí Minh",Quận 3,2,2,,nhà ở,,,hop dong mua ban
22900.0,127.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,11,11,,nhà ở,,,khong xac dinh
5800.0,21.0,"Quận 3, TP. Hồ Chí Minh",Quận 3,3,4,,nhà ở,,,so hong
2730.0,47.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),2,2,,nhà ở,,,so hong
45000.0,150.0,"Quận 5, TP. Hồ Chí Minh",Quận 5,5,6,,biệt thự,,,so hong
60000.0,238.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),5,6,,biệt thự,,,so hong
11900.0,62.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,3,3,,nhà ở,,,so hong
5900.0,26.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,4,3,,nhà ở,,,so hong
2140.0,48.0,"Quận Tân Phú, TP. Hồ Chí Minh",Quận Tân Phú,2,2,,nhà ở,,,so hong
11000.0,94.0,"Quận 1, TP. Hồ Chí Minh",Quận 1,3,2,,căn hộ,,,so hong
12900.0,63.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,5,5,,nhà ở,,,so hong
6950.0,24.0,"Quận 3, TP. Hồ Chí Minh",Quận 3,4,4,,nhà ở,,,so hong
2920.0,55.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,3,2,,nhà ở,,,so hong
7900.0,63.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,3,3,,nhà ở,,,so hong
2370.0,41.0,"Quận 5, TP. Hồ Chí Minh",Quận 5,2,1,,nhà ở,,,so hong
12500.0,43.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,3,5,,nhà ở,,,so hong
2740.0,43.0,"Quận 3, TP. Hồ Chí Minh",Quận 3,2,2,,nhà ở,,,so hong
7500.0,66.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,2,3,,nhà ở,,,so hong
2740.0,53.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,2,2,,nhà ở,,,so hong
14500.0,57.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,5,6,,nhà ở,,,so hong
2520.0,38.0,"Quận 11, TP. Hồ Chí Minh",Quận 11,2,2,,nhà hẻm,,,so hong
18500.0,69.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,4,5,,nhà ở,,,so hong
20000.0,133.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,3,3,,nhà ở,,,so hong
2740.0,48.0,"Quận 11, TP. Hồ Chí Minh",Quận 11,2,2,,nhà ở,,,so hong
26000.0,116.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,0,0,,nhà ở,,,so hong
7800.0,34.0,"Quận 11, TP. Hồ Chí Minh",Quận 11,4,3,,nhà ở,,,so hong
7800.0,42.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,4,3,,nhà ở,,,so hong
1630.0,52.0,"Quận 6, TP. Hồ Chí Minh",Quận 6,3,3,,nhà ở,,,so hong
8700.0,52.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,6,6,,nhà ở,,,so hong
2100.0,42.0,"Quận 6, TP. Hồ Chí Minh",Quận 6,2,2,,nhà ở,,,so hong
9200.0,61.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,5,4,,nhà ở,,,so hong
1830.0,401.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,4,3,,nhà ở,,,so hong
24000.0,95.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,5,5,,nhà ở,,,so hong
2880.0,78.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,2,2,,căn hộ,,,so hong
9800.0,54.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,5,5,,nhà ở,,,so hong
2870.0,67.0,"Quận 1, TP. Hồ Chí Minh",Quận 1,2,2,,căn hộ,,,so hong
50000.0,750.0,"Quận 12, TP. Hồ Chí Minh",Quận 12,5,3,,biệt thự,,,so hong
20500.0,130.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),0,0,,nhà ở,,,so hong
15400.0,72.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,2,2,,nhà ở,,,so hong
2320.0,68.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,2,2,,căn hộ,,,so hong
9200.0,52.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,6,6,,nhà ở,,,so hong
1990.0,38.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,2,1,,nhà ở,,,so hong
28500.0,748.0,"Quận 12, TP. Hồ Chí Minh",Quận 12,0,0,,nhà ở,,,so do
36000.0,176.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),5,5,,biệt thự,,,so hong
8750.0,37.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,5,4,,nhà ở,,,so hong
2790.0,47.0,"Quận 11, TP. Hồ Chí Minh",Quận 11,2,2,,nhà ở,,,so hong
16000.0,72.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,4,4,,nhà ở,,,so hong
2180.0,44.0,"Quận 11, TP. Hồ Chí Minh",Quận 11,4,3,,nhà ở,,,so hong
6780.0,60.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,4,2,,nhà ở,,,so hong
1750.0,40.0,"Quận 11, TP. Hồ Chí Minh",Quận 11,2,2,,nhà ở,,,so hong
37500.0,160.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),0,0,,nhà ở,,,so hong
9500.0,42.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,5,4,,nhà ở,,,so hong
1120.0,48.0,"Quận 11, TP. Hồ Chí Minh",Quận 11,2,2,,nhà ở,,,so hong
3200.0,70.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,2,2,,nhà ở,,,so hong
24000.0,138.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,6,6,,nhà ở,,,so hong
1920.0,40.0,"Quận 9 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 9 (TP. Thủ Đức),2,2,,nhà ở,,,so hong
46500.0,1250.0,"Quận 12, TP. Hồ Chí Minh",Quận 12,0,0,,nhà ở,,,so hong
21000.0,163.0,"Quận 9 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 9 (TP. Thủ Đức),4,4,,biệt thự,,,so hong
11800.0,53.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,4,4,,nhà ở,,,so hong
2460.0,74.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),2,2,,căn hộ,,,so hong
14300.0,93.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,3,3,,nhà ở,,,so hong
2780.0,83.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),2,2,,căn hộ,,,so hong
25500.0,372.0,"Quận 12, TP. Hồ Chí Minh",Quận 12,0,0,,nhà ở,,,so hong
23000.0,180.0,"Quận 9 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 9 (TP. Thủ Đức),5,6,,biệt thự,,,so hong
8100.0,55.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,2,2,,nhà ở,,,so hong
2460.0,76.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,2,2,,căn hộ,,,so hong
7900.0,35.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,5,5,,nhà ở,,,so hong
2390.0,81.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,2,2,,căn hộ,,,so hong
60000.0,212.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),4,4,,biệt thự,,,so hong
15500.0,116.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,10,6,,nhà ở,,,so hong
2240.0,47.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,2,2,,nhà ở,,,so hong
12000.0,72.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,7,7,,nhà ở,,,so hong
2680.0,43.0,"Quận 4, TP. Hồ Chí Minh",Quận 4,2,2,,nhà ở,,,so hong
12000.0,87.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,0,0,,căn hộ,,,so hong
19000.0,100.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),4,5,,nhà ở,,,so hong
6800.0,47.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,3,3,,nhà ở,,,so hong
2720.0,48.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,2,1,,nhà ở,,,so hong
58000.0,294.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),4,5,,biệt thự,,,so hong
14700.0,130.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,12,12,,nhà ở,,,so hong
2630.0,42.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,2,1,,nhà ở,,,so hong
14400.0,72.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,2,2,,nhà ở,,,so hong
2970.0,38.0,"Quận 1, TP. Hồ Chí Minh",Quận 1,2,1,,nhà ở,,,so hong
33000.0,220.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,6,6,,nhà ở,,,so hong
8400.0,105.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,2,2,,nhà ở,,,so hong
3710.0,53.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,3,2,,nhà ở,,,so hong
38000.0,200.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,8,8,,biệt thự,,,so hong
24000.0,130.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),4,4,,nhà phố,,,so hong
7650.0,50.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,4,4,,nhà ở,,,so hong
2760.0,48.0,"Quận 4, TP. Hồ Chí Minh",Quận 4,2,2,,nhà ở,,,so hong
2570.0,48.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,2,2,,nhà ở,,,so hong
18000.0,105.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,13,13,,nhà ở,,,so hong
2430.0,45.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,2,2,,nhà ở,,,so hong
8900.0,59.0,"Quận 8, TP. Hồ Chí Minh",Quận 8,4,4,,nhà ở,,,so hong
1320.0,44.0,"Quận Thủ Đức (TP. Thủ Đức), TP. Hồ Chí Minh",Quận Thủ Đức (TP. Thủ Đức),2,3,,nhà ở,,,so hong
3700.0,62.0,"Quận Bình Tân, TP. Hồ Chí Minh",Quận Bình Tân,2,1,,căn hộ,,,so hong
2680.0,49.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,2,2,,nhà ở,,,so hong
18000.0,115.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,10,10,,nhà ở,,,so hong
3650.0,77.0,"Quận Bình Tân, TP. Hồ Chí Minh",Quận Bình Tân,2,2,,nhà ở,,,hop dong mua ban
1280.0,50.0,"Quận Bình Tân, TP. Hồ Chí Minh",Quận Bình Tân,4,3,,nhà ở,,,so hong
2980.0,48.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,2,,nhà ở,,,so hong
12800.0,94.0,"Quận 8, TP. Hồ Chí Minh",Quận 8,15,15,,nhà ở,,,so hong
3450.0,70.0,"Quận Bình Tân, TP. Hồ Chí Minh",Quận Bình Tân,2,2,,căn hộ,,,hop dong mua ban
